"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"El Salvador","SLV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3700000","7000000","6599999.9","6000000","20100000","13100000","12960000","18640000","23360000","-9960000","5880000","-5720000","-1000000","28080000","12360000","12400000","24133631.4829509","18320000","16960000","14360000","1898272.08566561","25180498.960499","15309478.7202233","16432044.0179603","","38037218.5997811","","59043540.3283369","1102684180.4683","215800000","173400000","278900000","470000000","141200000","363270000","511140000","241130000","1550510000","903050000","368730000","-113160683.724282","122500004.314785","430126687.532424","245179098.280128","506295970.34993","494541718.092298","479469380.713821","503801415.183001","412743968.360673","696287032.758767","386532637.6773","800443454.959999","26235086.5900005","642983912.959999","923880785.120001",
"San Marino","SMR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125318432.294571","85888453.0097896","","",
"Somalia, Fed. Rep.","SOM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","4500000","1700000","4500000","600000","700000","11789999.9","2200000","7780000","300000","10000","-30000","110000","-760000","-8230000","-14940000","-710000","3060000","64340000","-43390000","-41159999.9","5590000","-150000","-60000","2000000","1000000","1000000","1300000","1100000","40000","-810000","270000","40000","140000","-850000","-4790000","24000000","96000000","141000000","87000000","108000000","112000000","102000000","107330000","258000000","261000000","303000000","330000000","369000000","408000000","447000000","534000000","601000000","636000000","676500000","765000000",
"Serbia","SRB","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4423192680.1188","4055798181.8009","2929226709.60338","1693250318.85146","4930532020.14552","1275339755.6278","2059297316.504","1999539187.45686","2343139735.74774","2355214636.94213","2894615965.2376","4071895067.82105","4268709249.60984","3485786682.97844","4600176721.12403","4612248811.51068","4937541972.22336","5637613392.02654",
"Sub-Saharan Africa (excluding high income)","SSA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","826969865.1601","713360932.0561","694198244.6811","813129138.3134","1415054680.99358","1281359857.75532","1010304702.99572","838829162.900335","913509578.976194","765854655.718694","246011504.866609","1534956269.01559","1450214297.98914","845340654.057514","928036527.3081","972045694.732186","592277601.593766","1298489347.42165","1488524177.0041","2947675886.2776","1112173718.92218","1939588577.29112","1739710105.58565","2523347786.46471","3449081908.51873","3409489017.65471","3112394245.66063","7235092873.94323","5870109462.79959","8539543308.81843","6654426052.99671","14985275844.2126","10677388631.1474","13693781497.8184","12371866337.8566","19141429988.4589","15686145957.5705","28307838334.2161","37870422139.0643","35646703560.3624","32361875212.035","41093009305.1263","43733265058.3528","40650438418.395","43734455826.3549","44291296695.0759","31889179579.6","27592194203.6292","27882470397.0637","27450144988.1225","24137117899.4574","70361150555.9877","36214322606.119","39766499971.2044","41173061844.6025",
"South Sudan","SSD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161000000","-793000000","1035825.73","150000","-7850000","1420000","60140000","-2210000","17500000","67500000","121500000","-6335000","83417020",
"Sub-Saharan Africa","SSF","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","829169865.1601","715170932.0561","695548244.6811","818969138.2134","1416784680.99358","1285939857.75532","1016639888.21081","845894097.059998","919838268.075458","773361137.522138","255531071.661835","1545026115.49962","1460228983.78943","854463619.319572","937809636.294254","1000052323.05112","615474971.262111","1317723816.73856","1510216500.48396","2969625003.63921","1161980882.83941","2079621359.37916","1866956368.3711","2597451437.78721","3577796495.69491","3608388778.87797","3269901116.82118","7379464530.92237","6019551621.59571","8645862986.03375","6875103813.10029","15429352467.1066","10872642137.6866","13817317925.6526","12633442501.1724","19612010517.9409","16436899447.1453","29152944884.0836","38800673907.4197","36644009695.6563","32809199561.4763","42039850554.8336","45549029247.768","40691801130.3947","44289429343.0462","45236219354.9951","32308403373.1341","28071402422.7741","28482155515.3886","27528543078.3433","24084498620.1429","71380893236.1635","37581693498.0489","42294247453.9167","43518993292.593",
"Small states","SST","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","317528499.694566","220571033.132122","253180035.948135","263357190.106567","358708856.613618","244494067.128608","222214860.514423","228210709.974334","293156447.919563","316406872.182847","484400677.272032","705311829.180569","464773469.369843","363010061.347366","249070725.668149","216666681.793218","121764803.771033","259216719.320151","306268000.346181","338574095.442215","498822163.32145","689059935.06005","925605713.9906","1060155017.34852","1392649973.30939","2318477547.63369","2252642290.43212","3480719340.3565","3547603403.94922","3966327148.03354","4609865754.28648","3916299537.17511","3318951852.42818","5186684230.49224","13233980214.4083","32310512768.1684","37001824028.6758","53838412603.5727","39149053003.4711","74992348868.7061","49797011791.7999","57194454251.2643","82822982474.0735","31411762320.1221","62271905969.1008","35576514635.6599","9709272798.74749","83253166372.3602","158265448137.358","155629272119.036","-35832318637.4993","105443688526.596","27756753545.2337","12670942812.7982","35497557296.9747",
"Sao Tome and Principe","STP","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","240000","200000","-50000","","","","-480000","","30000","320000","400000","4200000","3000000","3800000","3000000","3600000","3400000","3501000","15664000","38015839.45735","36028527.82392","79143388.7554088","15500000","50600000","32152348.5469533","22471527.027027","12162344.8222509","26489982.1283667","27924059.1401315","23331087.1205748","34208489.0333144","23698321.4864449","24191799.5128288","47112184.7725813","59000132.7402932","126744195.956601","23931170","21869290",
"Suriname","SUR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-5000000","-6799999.9","3009999.9","14199999.9","7450000","1159999.9","1060000","-22600000","-13500000","-27399999.9","18100000","61700000","-11100000","81500000","-70900000","21300000","-60399999.9","-129599999.9","-171000000","-299699999.9","-76800000","18500000","-54300000","-46600000","-30200000","-20600000","19100000","-9200000","9100000","-61500000","-97200000","-26800000","-73600000","-76100000","-37300000","28000000","-163400000","-246700000","-231400000","-93400000","-255700000","145288761.2","169442185.072792","186765030.570088","-59673138.0841936","183665852.697559","231666845.653765","96075554.7414536","130960766.326423","84160363.8257407","1039899.7054992","-132705617.4897","-9305315.36959886","-53096300.2393143","-37555190.3524557",
"Slovak Republic","SVK","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198834261.915409","269877766.169792","236132979.234655","350826240.038054","176706776.809273","646612354.420817","338895206.310938","2183119136.13343","1532584052.08437","4212437461.031","969200518.93397","4063498784.60235","3923508331.49578","5701436726.94246","5058234422.17002","4640891412.00326","1521083444.32739","2115832960.23964","5431592591.91496","1776566141.06018","1003901887.84675","-362915353.373398","1520379416.31372","4768259092.47383","4222907458.3899","2252379829.31736","2279811254.28143","-1141703441.49018","2719672546.6337","4827084865.74814","-327742481.727459","3581368041.82378",
"Slovenia","SVN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111000000","112600000","116900000","150400000","173300000","334500000","215700000","106600000","135800000","501200000","1849800000","535600000","763100000","970800000","692021551.718703","1884506372.67515","1080741791.92196","-346971372.900936","319143932.575039","875946337.67601","33537889.4917907","104022716.628649","1019380613.49719","1730147099.28225","1446274234.68465","1196228604.6928","1538137615.35452","2151537534.12248","506269486.820005","2219247755.80674","2180392923.46605","1447634542.25338","1951667370.35659",
"Sweden","SWE","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","108250003.295488","84100267.0133291","65306129.6047817","83963592.6690626","76586494.8898982","80215154.576941","4864300.2675861","81453706.8607516","69712036.8529415","112469609.885329","250911512.531221","181117388.512144","355014408.987199","225698175.702732","290015353.034728","392953911.939895","1082656171.41941","639212993.084742","1673425167.82549","1812004570.52244","1982424727.63651","6350883200.4646","-5418689.917842","3704921362.33015","6268780977.81991","14939375567.4951","5491883747.97059","10271066268.9351","23334866534.9283","62910430888.1708","22817836820.9439","18217810086.486","18381645407.9826","6007683415.88431","16854649893.5473","20782686615.8206","22052656378.599","46143507532.9674","41436553995.9454","8960871620.904","625102142.469446","6979353755.44351","4273531542.41648","1487752726.31221","-6039792919.86722","9777569491.28413","15470455705.9977","24305209924.7369","-714153381.400275","15882460441.2862","18517762637.6113","57981119709.6784","54036666474.5642","18440219069.1682","28853744697.8441",
"Eswatini","SWZ","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","670000","60000","3532128.36842073","14469084.2298365","7359999.9936","20009999.9826","21734999.9811","55461694.1311133","26449804.3857835","37033705.3642779","-13630304.0985995","-5654788.61988484","5016005.46422893","11621254.7844702","31115542.5305319","56285915.4237816","50583524.9459251","67183250.7046711","30108364.9914567","82134779.9870713","87306719.1987416","71920619.7940122","63262111.4782169","51756162.3176738","21715844.9757608","-15313929.4778566","152720441.740437","98270489.5571515","90658006.1898745","29330084.3469718","92945313.1719951","-60190680.4797118","69582011.8372507","-45850344.677386","121031132.733166","37493846.2379167","105729374.657006","65705859.5150369","135660413.694601","98708321.7157849","26480002.3332332","81790158.3971155","25782635.1713071","31498094.3702929","26852077.6519873","-57647593.3929901","31130826.6571527","127970921.965401","38787632.6722704","112865288.268549","13350248.3032889","28132551.483073","75530848.9589358",
"Sint Maarten (Dutch part)","SXM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-48480446.9273743","13508379.8882682","47357541.8994413","47709497.2067039","27770949.7206704","41553072.6256983","64248297.0446927","-47915083.4748603","73868338.1005587","22167460.0446927","26815119.6089385","17081418.575419","45267218.4134078","37113740",
"Seychelles","SYC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","2200000","1810000","1350000","5839999.9","1730000","4580000","6335185.2150895","7064934.15966293","6328689.09926386","7506481.80344417","9519566.79522695","10069846.4840279","10014685.8002898","9122965.2620583","9773108.98615299","11646628.4189368","14197369.6683444","19404469.3169033","23202323.4798627","22429117.3616108","20239899.1951931","19582923.9588518","9014031.00305697","18836123.155308","30736620.718869","45884323.2062327","28812973.8865657","53398677.9649215","53209768.4266537","55216733.4778743","24326996.8409907","64740256.5069248","47717748.0672259","58425540.7263851","38014852.1","80729739.0909091","140555693.466973","175923646.509834","179825444.152504","168251661.935522","159795374.999999","143240665.103454","613208776.273067","57289065.622999","108355443.10197","105893597.203314","68346743.9281733","197311244.14602","305172393.791332","257086351.804392","80053481.4058233","111955764.374216","189827389.279515","239706294.201897","298578790",
"Syrian Arab Republic","SYR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","-100000","","10000","-45000","10000","140000","100000","90000","0","40000","-40000","40000","95000","-20000","50000","15000000","20000000","22000000","27000000","30000000","40000000","54000000","57000000","109000000","251000000","100000000","89000000","80000000","82000000","263000000","270000000","110000000","115000000","160000000","275000000","500000000","659000000","1241959115.11048","1465623386.27635","2569548271.53071","1469196863.48146","804162640","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-69533000","-69888000","16590000","22068000","42227000","26961670","30418890","28690280","35000000","32659570","43999760",
"Chad","TCD","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","600000","300000","-100000","6099999.9","13800000","20300000","26800000","21153560.0383945","34136051.2065303","-1290000","-430000","-110000","-120000","-90000","9186265.62833445","53650093.5989071","28200501.0592124","8162068.46980272","1289247.25997058","18739324.367411","9400000","4239527.50767445","1960770.97412268","15160901.583748","27074698.9671029","32611570","39466170","44293940","21696680","24524970","115172420","459866390","924119210","712663450","466793490","-99342520","-278414000","-321655000","466131000","374900000","313000000","281900000","579793040","520200750","-675545920","559642020","244682120","363381640","460890510","566638950","557692500","705100760","614018510","913332720","1019486410",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","417482884.6","514955384.5","533905576.7","1023388711.3","1164907900.89541","1873082205.89357","1404340314.5379","1001681449.00282","1135772959.89307","924555968.888299","1376936767.17258","2273131439.4936","2402953612.33293","2818960513.35525","2837398519.27008","2948205676.24678","3115673509.39046","3923113338.26571","6738494060.2031","8353410404.98347","10389726608.7454","13160916722.517","21338095439.0666","38802115561.4859","45467084634.0693","50702277674.5573","58558294982.4479","63348869777.8361","59496975482.971","53026891039.0539","48076240454.9582","52320355707.0939","63360293926.8554","68416161823.6821","83222215172.9919","129280050932.954","152781035505.543","193535920942.863","211615652599.22","155966132190.025","298439207224.897","337108152491.355","304497804873.029","361655043772.071","329569915628.947","305983017420.63","220182385865.986","239721505902.258","311058850756.642","260870696234.761","302679168177.31","437491190063.898","278386868132.054","124630848803.725","107086581582.391",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","58000000","45000000","43000000","79000000","64000000","114000000","16000000","32000000","59000000","105000000","28000000","113000000","69000000","62000000","141000000","114000000","141000000","127000000","369000000","674000000","808010000","1196900000","3178900010","5589788480.15366","4915356874.37686","9289933139.66473","11461553182.6563","17119702805.2465","17954478221.2952","18647203015.6855","19359523101.5333","20753050592.4235","18483607545.8961","30471387095.517","58560963644.6125","66958728147.1397","124862703664.314","174522684883.879","186510572142.205","108433917328.745","108768760921.962","141379038029.068","116755319015.592","121237332618.094","91193319078.2575","73926658348.213","112427810814.41","86624803533.8117","71907974405.0097","100339295723.785","64481930378.6684","136287777850.508","55808236705.3313","81814437449.2519","64195644228.913",
"Togo","TGO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","700000","4599999.9","1200000","3299999.9","-44328180.6901005","5212005.42861192","5624596.024053","11258562.0677697","92893665.5058144","52585152.0130357","42734849.485449","10193888.0243794","16131768.5115865","1443319.3935039","-9936912.14704239","16275545.9650337","6113092.43726733","7150544.2892809","12966335.7239749","9169040.44407446","18239596.9648189","6479812.94651245","-13109580","-18575900.8456824","-3265462.29559324","-7813307.2201075","2253923.41384395","12260365.7806242","11116162.8504459","15089199.2484699","52818330.9863658","72617650.8875252","57806307.3736271","45773612.370036","79967681.861951","96003598.2087157","91396741.8990609","62406802.6278744","50892371.9537828","46304496.1277116","125064101.838993","728710878.416044","121511565.575361","183599248.958183","54020342.354686","257860036.464441","-46308331.6178517","88558699.5022234","-180972714.795729","345697546.971432","-59206820.0004109","-136221500","-173300710","79736910","83754750",
"Thailand","THA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","42802884.6","38865384.6","68610576.9","77833711.6","188288646.4","85626229.2045746","79117247.8919088","106077896.182212","55653209.3150277","55280864.5720976","189859432.271733","290555396.431713","190868602.226724","349606931.777924","401019248.882659","163200657.950608","262504153.775044","351932497.41629","1105370109.53568","1775449345.30598","2443549743.009","2013985971.10096","2113021867.31996","1804040984.75618","1366440824.95193","2067936429.29444","2335837474.93165","3894755071.04503","7314804931.33013","6102677671.18095","3365987582.58309","5067170388.09022","3341612007.23692","5232270340.1941","5860255942.60102","8215637195.30001","8917470351.2","8633903440.6","8561557724.60001","6411458544.60001","14746672919.5999","2473685995.7","12899036062.7558","15935960664.8073","4975455660.4459","8927579182.16216","3486184390.30069","8285169819.69135","13747219811.1792","5534140214.60468","-4293910676.95961","15389597696.242","11854822037.8762","6516045720.14977","10099247879.4043",
"Tajikistan","TJK","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9000000","9000000","12000000","10000000","18000000","18000000","29940400","6702900","23543300","9495400","36066400","31649700","272025100","54479300","338627400","359967400","486614340","149060550","93940670","145883670","241736370","283140730","326593810","454012320","241616267.20903","185827080.700795","220862232.3377","212809730.699296","106534792.807916","84038181.4649617","174022240.52391","140579836.626079","291312572.578438",
"Turkmenistan","TKM","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","79000000","103000000","233000000","108060000","107860000","62300000","125000000","131000000","170000000","276000000","226000000","353700000","418200000","730900000","856000000","1277000000","4553000000","3632300000","3391067000","3129614740","2861420710","3830131000","3042968000","2243160000","2085944140","1606640190","1853632130","1436241800","1287334690","936039710","1378312080","1644770160",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","1351696508.89432","1718934311.43869","828176901.333","2142822899.20568","1904617447.25043","3013480991.41154","2056032418.44181","2919712960.72003","3916413333.18901","5217517068.76918","6427580935.34026","8595395555.56413","6976530000.12102","5456091666.61897","4410111797.15316","5998465758.84941","4827195113.06443","5277347037.03704","8509504874.53132","8147494488.97447","8310840726.99396","13007104374.4589","14798340465.8527","13836791625.4029","28708915495.2545","30593306933.5478","45550272842.5335","66581748331.8599","72161171554.3677","89707322727.9647","79823137648.0493","72868801364.2858","52140468843.5975","44809041402.8326","67176495234.211","76534701255.9394","75860706016.525","127057131848.904","149518168535.246","92337414657.3346","169623718406.759","210597693684.08","214588747415.447","202119811786.279","193014488167.181","174927235521.58","167790786151.995","160172913674.204","174045074417.236","159516456737.524","105759357771.257","146175501400.889","199990932351.934","168821581766.759","189460274221.954",
"Timor-Leste","TLS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4519000","","908000","8478084.46190102","8695061.68836722","39697970.7526887","47954750.66","30332806.77","49058168.54","40382443.85","55857105.62","33905491.522696","42995500","5478700","6715937.46714799","47925664.570816","-158426602.364189","-654398935.816765","-366553402.597759","-270266037.353478","63459126.6685009","232205779.207491",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","484240000","186180000","323089999.381979","471565438.517632","703810353.69899","106181693.791257","566529594.356834","317665109.720629","854799802.976658","963169401.363977","308548802.117633","659035649.649122","257050266.87609","380165789.318506","1051605269.60474","1564217520.59263","1159275647.49001","886106332.011841","1740992289.80298","1854126270.77749","965548100.523988","1416404656.93216","2718229485.8058","3148682502.7246","2882962518.15977","1793619506.51157","2464360464.75347","5378757823.32012","4362214615.38117","3964423247.67971","5366930396.93116","7542289490.64597","9329500195.56235","11831951708.3559","11915436326.6698","20657550613.4374","34966832480.1362","39416000502.2251","41038890052.7971","31313237876.3057","27965654412.3178","17767883796.5692","23852408784.6869","17861693463.7494","9484468190.13069","10816748498.0658","16027129448.1064","19111331511.9321","16988359173.2209","16057069625.3164","12115783125.2214","11749724419.6261","17831462042.7299","14520811871.549","50464419735.3841",
"Tonga","TON","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","0","0","0","0","0","0","40000","50000","0","0","0","0","0","20000","20946.8912734552","113399.922982405","194192.947529696","58146.1298512139","110538.249869289","99521.4242284111","200289.442508179","1244111.86394824","351311.271985408","2489172.17535184","1028450","284990","-10530","45710","958150","9212400","7628660","4692080","182273.330595786","5533664.04017913","6005489.53244256","10987468.9682818","17583867.2029788","21517757.3452398","247006.485014144","4661006.00282213","7641551.9580818","-841513.978316334","6269513.29007397","13241447.4869654","14759825.6788605","16625145.1000078","-15671794.4503866","23210808.8977196","-6108376.82484508","3824444.91119021","258487.567441336","2911551.97014838","4926184.93725698","-12079633.359431",
"South Asia (IDA & IBRD)","TSA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","45160000","47959999.9","18209999.9","40539999.8","61309999.8","-6670202.3711639","-2145430.64257424","-29098567.2109","28644392.3733","88571742.1857","130850507.0449","146284554.4202","139697608.833","43462875.9586454","52109121.5559165","127452080.1604","156459619.104344","281519288.462992","140690771.095336","276909221.229939","296423900.912056","132597256.442913","409460135.48518","765798981.692759","1159575063.35256","2208800780.73908","2589336626.19018","4180527698.45869","3041677680.41199","2542327820.69407","4059370967.80863","5419801654.96072","5478963505.95991","4228912734.44089","6172332655.90904","8416782983.25473","21028643965.9764","26693800181.3404","45672294619.051","37101194076.7784","29486186946.7105","39267994197.1236","26865516801.8179","32143974283.1619","38396776440.68","47876623186.1024","48262865297.6365","43786729857.6174","46799690261.3377","54421771180.7291","66886303909.2519","47889363847.0479","53495024611.831","31089851055.0942","30393579036.2233",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","829169865.1601","715170932.0561","695548244.6811","818969138.2134","1416784680.99358","1285939857.75532","1016639888.21081","845894097.059998","919838268.075458","773361137.522138","255531071.661835","1545026115.49962","1460228983.78943","854463619.319572","937809636.294254","1000052323.05112","615474971.262111","1317723816.73856","1510216500.48396","2969625003.63921","1161980882.83941","2079621359.37916","1866956368.3711","2597451437.78721","3577796495.69491","3608388778.87797","3269901116.82118","7379464530.92237","6019551621.59571","8645862986.03375","6875103813.10029","15429352467.1066","10872642137.6866","13817317925.6526","12633442501.1724","19612010517.9409","16436899447.1453","29152944884.0836","38800673907.4197","36644009695.6563","32809199561.4763","42039850554.8336","45549029247.768","40691801130.3947","44289429343.0462","45236219354.9951","32308403373.1341","28071402422.7741","28482155515.3886","27528543078.3433","24084498620.1429","71380893236.1635","37581693498.0489","42294247453.9167","43518993292.593",
"Trinidad and Tobago","TTO","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","83200000","103300000","86099999.9","65599999.9","120152999.9","92957979.3277485","132154443.349673","83541666.7014757","128833333.387014","93833333.3724302","184541666.743559","258083333.440868","203500000.084792","117708333.382378","113208333.333334","1183673.46938708","-14527777.7777778","33138888.8888889","62907317.0731708","148894117.647059","109411764.705882","169341176.470588","177882352.941177","379211987.075547","516174947.239172","298934269.067463","355399933.861396","999347641.846576","729767481.18443","643300000","679500035.953542","834900044.583722","1007800000","808300000","998100000","939700000","882700000","830000000","2800800000","709100000","549400000","41047454.4570203","-1904347649.2578","-1129966025.63165","661413505.43737","176829744.888445","-23598182.380677","-470882577.73977","-700185701.199984","183972765.263861","1055969147.72389","-934781798.364976","-913501690.396033","-1555474291.26021","-1040623263.00114",
"Tunisia","TUN","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","16000000","23000000","33000000","58000000","28000000","45000000","109614599.98744","93250961.8679356","91308657.5215915","49205031.3354984","234594450.568507","295663767.442891","340281452.27431","184157540.886133","113280411.98953","107849549.88869","64229378.6437316","91714057.2911167","60619896.7324515","77950464.5865246","77419354.8387096","125456831.403863","525760373.874043","561897566.604951","432008501.76914","275971451.229183","238337799.313409","342704714.827179","650727787.657248","347320280.722459","750720443.574374","451514809.247851","790302916.627592","539481939.0098","592147521.678619","712714847.262545","3239909092.61659","1515345043.99628","2600674976.49755","1525244857.52902","1334497694.56476","432666011.578487","1554269128.7808","1058622582.18394","1024754443.57724","970521888.740202","622569482.161978","810936482.841997","991385678.114219","815012991.372017","623075275.921852","547411353.644915","643213141.17869","705491409.559272","759601641.198674",
"Turkiye","TUR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","58000000","45000000","43000000","79000000","64000000","114000000","10000000","27000000","34000000","75000000","18000000","95000000","55000000","46000000","113000000","99000000","125000000","115000000","354000000","663000000","715000000","810000000","844000000","678000000","608000000","885000000","722000000","805000000","940000000","783000000","982000000","3352000000","1082000000","1702000000","2785000000","10031000000","20185000000","22047000000","19851000000","8585000000","9099000000","16182000000","13744000000","13563000000","13337000000","19263000000","13835000000","11190000000","12450000000","9507000000","7522000000","12674000000","13784000000","10657000000","11743000000",
"Tuvalu","TUV","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9309.81914383282","-9779.61900234303","-10973.3734638276","-11696.8345342259","-11417.1946991411","-10582.6523719545","-11053.9506207364","1687799.95633287","1751074.67213384","455233.53400427","-119087.670246489","1325042.53066613","337000","300000","300000","300000","300000","298860","298860","100000","199430","199430","166290","258080",
"Tanzania","TZA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","3069999.9","5150000","7690000","6030000","-2060000","-870000","6559999.9","2939999.9","6120000","8019999.9","4580000","18920000","17309999.9","1520000","-8419999.9","14510000","-7490000","-470000","3759999.9","5839999.9","10000","10000","12169639.3307","20457763.5354","50000895.2558","119936653.7517","150066381.9809","157885063.8557","172306244.8984","516700641.7478","463400858.7823","549270351.46","395567134","318401298.68","442539548.35","935520591.71","403038991.36","581511806.98","1383260000","952630000","1813200000","1229361018.44368","1799646137.43448","2087261309.71597","1416088064.811","1506024896.011","864040000","937700000","971576866.042756","1217235252.41973","943765261.692","1190507398.784","1437575169.471","1627034507.04954","1717575170",
"Uganda","UGA","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","4200000","-1200000","-11900000","5200000","1700000","2100000","2049999.9","800000","1970000","2000000","4000000","0","2020000","0","0","-4000000","0","0","4700000","-1760000","-5910000","1000000","3000000","54600000","88200000","121200000","121000000","175000000","210000000","140200000","160700000","151496150.651927","184648059.1975","202192593.6185","295416479.800691","379808340.667061","644262499.946512","792305780.891244","728860900.652408","841570802.74764","543872727.272728","894293858","1205388487.79374","1096000000","1058564540.34684","737652140.151428","625704361.867068","802704141.008568","1055353352.63033","1303005005.33932","1191485423.71975","1648240262.6506","2952941687.83427","2993518989","3304904243.34408",
"Ukraine","UKR","Foreign direct investment, net inflows (BoP, current US$)","BX.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200000000","200000000","159000000","267000000","521000000","623000000","743000000","496000000","595000000","792000000","693000000","1424000000","1715000000","7808000000","5604000000","10193000000","10700000000","4769000000","6451000000","7207000000","8175000000","4509000000","847000000","-198000000","4128000000","3680000000","4975000000","5796000000","304000000","7954000000","221000000","4572000000","4018000000",
